d_loss, g_loss
-16.10704, 15.625791
-20.229671, 20.46845
-25.997175, 11.429277
-23.984627, 3.344585
-11.518045, -0.9676195
-12.816135, -31.013783
-21.843256, 12.24156
-27.349478, -4.693934
-23.803352, -18.915722
-7.300671, -43.241898
-23.718895, -5.2526054
-22.013168, -14.194546
-46.65499, 110.733925
-21.290928, 30.362326
-26.754044, 20.889536
-36.209175, 61.50796
-26.249031, -33.099888
-22.630919, 0.8922062
-28.4421, 35.182026
-30.244286, 56.73476
-25.127483, 84.94674
-28.139694, -8.892515
-20.603811, -35.21111
-25.529224, -62.584663
-39.541134, 67.48375
-19.421701, -11.408909
-20.000961, -28.692482
-21.17232, 15.095922
-11.130501, 10.779352
-13.943694, 1.3791941
-21.082115, 21.135384
-23.214062, 36.85051
-16.01202, -41.22125
-17.345196, 6.2623386
-7.1340914, -31.752558
-14.197528, 11.20208
-6.5151057, 1.6248938
-13.920412, -10.958165
-15.126648, -49.48774
-16.043453, -34.63346
-14.608243, -51.191917
-19.536303, -20.892021
-27.521418, 12.229744
-25.80858, 23.672531
-35.602158, 93.78537
-34.741673, 57.69816
-22.913311, -2.8354263
-25.880173, 3.3258102
-25.552261, -23.17999
-30.164328, -2.9715252
-34.66301, 121.73463
-39.752266, 116.71152
-28.012817, 4.8279333
-19.80988, -30.998144
-18.518574, -20.51597
-23.905539, -37.11943
-22.418972, -28.163006
-16.207298, 14.159937
-19.922234, 35.981964
-19.412607, 5.0334506
-25.526123, 26.357306
-18.888865, -4.265644
-19.775019, 15.242926
-27.46319, 2.8878372
-21.243385, 7.823616
-18.18736, -17.089806
-17.740002, -0.7403029
-13.956495, 34.579063
-30.24802, -60.580597
-18.682251, -36.20934
-17.362005, 18.787998
-20.318726, 23.884808
-23.494267, -13.418149
-11.920904, -20.45998
-19.423273, -4.8499093
-26.392681, 30.036
-28.074192, 33.793167
-20.563217, -32.30143
-21.762722, 18.997467
-23.791508, -28.378511
-27.480888, 8.577213
-31.357006, -43.629463
-35.60838, 77.59921
-23.224659, 38.113087
-25.354477, -36.857883
-29.168913, 31.237246
-25.355587, 18.478914
-15.857121, 12.525161
-22.886806, 13.243487
-19.63747, 42.763634
-19.944336, -12.032863
-22.802322, -2.4211197
-21.927322, -33.3359
-25.646513, 41.859127
-15.358155, -6.8189135
-19.419456, 13.07057
-20.206379, -16.291153
-21.021402, 7.24033
-26.049417, 65.05227
-23.781076, -11.121959
-28.534252, 20.043884
-17.250257, 7.7772217
-19.75898, 15.256298
-20.553373, -23.48556
-19.059505, 10.433415
-19.566826, 61.46266
-17.521868, -37.53173
-19.744524, 20.909046
-19.458092, -26.154596
-16.270166, 68.22392
-20.556126, -13.676928
-22.425598, 58.96567
-23.609753, 20.597778
-33.197556, 35.767044
-23.51953, 45.001877
-21.145208, -7.2653503
-17.45459, 24.53236
-19.673414, -3.7042289
-25.493889, -30.706535
-26.415592, 102.59331
-39.97795, 10.333124
-17.651514, 13.569823
-21.526638, -42.986248
-23.017323, -56.943832
-20.857058, -2.5392334
-30.074263, 64.73085
-35.3143, 21.523695
-25.362797, 38.628197
-15.642687, -13.552446
-12.079669, -0.3731408
-22.79575, 55.036255
-16.846333, 18.368652
-23.67866, 89.39632
-35.310474, -40.113503
-30.879847, 56.64438
-21.115486, -37.966537
-26.758732, 0.6797042
-8.73226, 19.518877
-24.994026, -12.63025
-23.047312, 39.89804
-11.539159, -33.262535
-21.921625, 68.685974
-33.24891, -28.288467
-49.397453, 140.58328
-39.331493, 14.025366
-27.091957, 17.200504
-30.013403, 55.435898
-21.85125, -17.366692
-23.624813, 14.600344
-27.042278, 72.90863
-43.272396, -77.35416
-20.667234, -27.843388
-34.92594, 12.221891
-17.127804, 31.093586
-23.0921, 70.99022
-17.69946, 25.61103
-13.068634, 8.02042
-16.744125, 34.048065
-15.146551, -25.77787
-20.138515, -3.2440395
-19.133472, 16.933182
-18.576582, 21.578346
-19.550161, 75.47681
-18.053043, -51.429897
-33.737278, 17.183758
-27.66883, -46.43149
-21.554396, 67.164444
-20.394608, -3.1849012
-24.0555, 27.436722
-13.329895, -46.19551
-20.419119, 14.274412
-22.335854, 30.925842
-25.268435, 30.8844
-41.43363, 125.17258
-28.200382, 12.493072
-21.641926, 20.909697
-26.264957, 7.1742144
-10.98027, -10.789925
-17.443716, -49.338936
-17.627743, 56.601852
-18.482924, -4.882037
-19.817062, 46.745323
-22.568382, 19.855534
-21.812197, 14.269596
-41.349556, -28.667568
-27.063845, 70.21443
-16.14653, 38.783936
-22.272638, -1.3881407
-28.091328, -11.255161
-26.422382, 13.174857
-21.1206, -4.0436153
-14.633121, 27.539234
-32.911102, 51.649277
-25.46924, 81.46559
-18.880817, -6.1429043
-19.895054, -67.91018
-32.606945, 14.350056
-37.872616, -8.008671
-22.303911, 96.37068
-16.124395, -10.923585
-17.809128, 42.165184
-21.367422, 24.441193
-22.093163, -3.4316308
-22.937817, 69.65456
-27.433296, 23.218987
-69.141075, -19.129978
-24.394817, 59.10781
-19.889362, 8.809569
-22.58167, 15.194298
-17.341068, -29.580471
-18.303474, 3.4119568
-22.30949, 86.6015
-27.963785, 18.34532
-23.568275, 13.595158
-16.407658, 77.563995
-25.449694, 10.832647
-21.725298, -33.289566
-25.599958, -19.0748
-22.45248, 32.293407
-24.222862, 57.37257
-19.306456, 42.370934
-22.649387, 43.604362
-21.904253, -11.104311
-17.795742, -1.2035372
-25.976183, 35.11966
-21.2079, 29.114817
-14.123473, -26.298035
-26.67965, 50.927914
-30.065151, 10.802179
-20.346605, 25.039259
-21.1061, 23.514
-19.27762, 27.227856
-21.645002, 30.225882
-19.270575, 14.525562
-23.233381, -19.745312
-27.62915, 26.753044
-23.710566, -9.494717
-14.106109, 8.465336
-20.622734, 0.40880734
-22.944176, -5.3533583
-19.073074, -9.76152
-27.03001, 1.3558092
-16.948439, 0.57931936
-25.422918, -6.509596
-21.025967, 52.203823
-24.040718, 22.626415
-23.427565, 25.46254
-22.525064, 43.338116
-21.807, 10.693695
-29.70882, 58.00932
-19.20599, -43.96898
-34.959442, 46.36485
-19.088356, 35.507935
-29.849945, 47.481133
-19.30406, 27.200336
-26.123615, 76.32524
-29.364632, 2.8725414
-20.710293, -17.53058
-24.529503, 20.795427
-24.522287, -8.344066
-24.979385, 29.260818
-20.56475, 41.927933
-23.159195, 75.96904
-20.500935, 22.395443
-24.082588, -6.17243
-21.512917, 3.0905778
-19.660316, 12.22515
-25.476334, -12.495875
-19.13829, -24.895779
-5.85607, -18.34594
-21.272528, 58.19506
-18.07109, 16.505053
-28.985498, 40.88334
-18.574469, -18.795574
-22.40301, 77.2055
-22.793104, -0.24310184
-37.043716, 47.05816
-19.941978, 8.256214
-16.070663, 47.392494
-21.792408, 14.266994
-26.74261, -14.65185
-17.584457, 25.086464
-26.079718, 35.889935
-20.045052, -14.823468
-18.813522, 18.90348
-28.63752, 120.90001
-25.209633, -3.8037856
-21.218342, 35.37302
-12.846485, -24.125896
-21.355515, 44.496357
-20.455765, 43.929054
-20.162321, 89.01854
-23.9439, -17.09309
-23.68151, 20.738882
-25.878162, 4.169808
-18.265379, -2.2177126
-15.99829, -3.208302
-22.147049, 43.22214
-25.676247, 41.09073
-15.771231, 37.86496
-16.031807, 28.73156
-24.61652, 25.756525
-15.915815, 21.104753
-18.906134, 17.407986
-26.796478, 46.70015
-15.345369, 45.590416
-21.375324, -1.6203523
-20.3943, -21.568161
-22.77829, 12.052441
-23.532373, -0.89104176
-22.966827, -26.259726
-22.376343, 81.37877
-19.69723, -25.69522
-20.79516, 22.88447
-34.246353, 94.52474
-19.042967, 54.096283
-45.17418, 65.92241
-18.998154, 55.292206
-23.283985, -57.36257
-18.964859, -44.31672
-21.658466, -22.862526
-23.947552, 55.167587
-15.540495, 22.338093
-18.596786, -18.91082
-12.8466425, -5.9193816
-20.35136, 28.078716
-23.552073, 24.38325
-15.293736, 68.66605
-20.742577, 12.587229
-27.6033, 123.58469
-21.366127, 42.994015
-36.257565, -70.68276
-22.803358, 86.526855
-18.485909, 50.793278
-20.487701, 29.429974
-21.286585, 54.600803
-23.467165, 11.995373
-20.449303, 12.226362
-26.845348, 83.77037
-10.780991, -52.876614
-16.34876, -20.737267
-18.485203, 53.501366
-13.400841, -16.519413
-20.998993, 18.818855
-25.811848, 115.78569
-23.767612, -18.826368
-16.577549, 11.178645
-21.91745, 16.769842
-17.271616, -18.029493
-21.403185, -72.60852
-26.15909, 100.47867
-21.978733, 13.724335
-17.586794, 9.152895
-20.961565, 16.9479
-26.174469, 37.423058
-24.66249, 84.60741
-18.34288, 36.01671
-20.324411, -63.342712
-19.024067, -8.87135
-27.520256, 16.505058
-27.432089, 34.803726
-26.283829, -34.541016
-20.831821, 6.0219164
-26.526243, -1.6432719
-20.269838, 19.292074
-21.797976, 7.3764563
-16.167305, 30.804337
-17.4069, -10.587958
-24.00089, 44.675358
-22.284199, -10.365894
-14.855061, -13.101723
-20.346931, -15.972435
-13.871502, -9.674104
-20.473715, 54.09774
-29.241411, 39.258446
-18.960821, 4.4196234
-26.436787, 70.08024
-33.69891, 54.936157
-21.28629, 42.62281
-29.163357, -35.891945
-19.629803, 11.2730255
-23.533066, 46.663483
-19.00912, 44.870697
-19.244198, -32.872295
-23.239079, 49.31607
-19.577791, -37.50102
-17.24003, 45.462112
-18.859385, 40.93045
-16.965826, -1.9487017
-17.754784, 16.098324
-22.682648, 80.18254
-14.495991, 25.261738
-17.895569, 2.6984124
-16.985907, 31.715536
-19.076233, 29.309887
-19.096258, 55.01946
-12.313608, 76.795074
-24.74522, 4.885126
-20.646162, 24.044628
-21.830906, 93.17256
-12.265577, -17.69688
-18.7891, -2.4862416
-20.075321, 28.24442
-23.247412, 22.240002
-20.864271, -19.28856
-21.27073, 65.96681
-22.186304, 14.045164
-18.87621, -17.664543
-17.81796, -5.246711
-21.363852, 74.41025
-14.303355, 48.83164
-21.486464, -51.18188
-11.450025, 13.427691
-12.533667, -30.43235
-17.970013, -9.001113
-22.68315, 56.48948
-22.469778, 8.607005
-21.706085, 63.719257
-20.942446, 100.4926
-21.350931, -21.733969
-17.949902, -36.446503
-17.076807, 27.14434
-20.819075, 4.143487
-22.35122, -4.207866
-22.796013, 22.539146
-23.037046, 24.78262
-20.022736, -2.3764682
-17.367355, 68.45265
-34.233925, 43.52359
-13.373513, 63.146473
-18.212727, 69.515335
-23.637064, -22.875797
-30.018278, 59.63759
-27.63539, 36.01882
-19.686152, 35.564335
-25.14468, -3.5146623
-20.070967, -39.40312
-22.212574, 46.58648
-14.069067, 14.918426
-22.7738, 37.898712
-20.63737, 4.4698224
-21.73117, 95.9995
-24.384335, 28.156767
-22.18653, -10.245055
-19.513302, 24.23896
-18.026035, 1.9513433
-19.113384, -9.66237
-24.692808, 41.501076
-13.885674, -15.760262
-23.545038, 9.005093
-16.217058, -47.917046
-16.555204, -6.2338724
-34.76387, 69.6756
-24.178812, 60.91787
-19.436848, 57.835693
-17.625881, 46.19886
-14.369197, -21.239532
-16.015541, 9.656776
-13.333086, -37.151787
-10.774242, 51.39257
-16.473755, -0.100597024
-15.964128, 52.319817
-21.0304, -34.253746
-24.00642, 52.558987
-17.423603, -5.44348
-20.80302, 13.203305
-21.956102, 35.7239
-17.348007, 5.0134573
-19.400684, 34.82482
-33.11134, 93.39009
-22.492474, -10.823546
-3.126821, 30.897226
-23.097645, 8.090075
-18.473793, 22.045149
-21.606655, 50.303013
-16.413681, 12.964429
-22.19904, -31.124546
-5.888797, -15.708031
-24.287048, 43.66127
-18.76584, 48.85275
-20.313625, 5.169774
-19.379677, 31.01018
-15.771574, 7.557022
-31.862064, 100.75511
-22.454292, 70.605484
-22.767069, -38.08158
-24.681637, -3.1906052
-17.823513, 14.771109
-12.611256, -32.62456
-19.065704, 14.575986
-14.639428, -4.080816
-22.344097, 45.16165
-17.405708, 3.3813055
-15.7767315, -17.87908
-14.272023, 23.424095
-15.524801, -15.821568
-17.241827, -0.7708405
-21.837551, 6.432436
-21.708252, 27.199306
-18.821127, 41.07139
-23.734394, -21.785965
-11.557332, 34.867424
-23.486084, -10.009157
-21.445517, 60.132156
-17.117983, 32.714863
-17.950836, -10.2167015
-17.20725, 27.901186
-22.425394, 13.684058
-18.90911, 36.554623
-30.429241, 66.674
-22.13773, -4.0388803
-12.405706, 5.5432415
-18.991137, 62.708164
-20.310623, -8.402779
-20.17221, -17.59715
-16.348957, 16.723898
-17.916084, 49.924736
-15.572195, 21.296707
-19.363005, 23.771547
-28.508251, 38.170902
-17.76545, 0.3152727
-20.53344, -27.74406
-27.570616, -3.477718
-18.086742, -4.858274
-21.68149, 2.6643398
-16.677965, 5.8269253
-23.531284, 6.6744924
-24.231884, -53.990707
-31.020473, 81.83745
-17.58808, 15.366558
-16.167154, -45.94526
-21.10162, -45.708717
-15.232931, 19.696964
-20.641388, 32.811295
-22.13453, 21.181257
-15.909672, -20.86513
-17.706045, -24.158604
-18.722975, 13.863237
-31.0494, 46.19653
-16.90803, 45.39117
-25.102228, 39.818638
-20.465607, 28.411482
-20.327394, 27.668018
-17.239035, -25.711575
-20.135834, 22.012707
-23.40551, 33.898643
-22.434673, 17.453846
-26.214417, 79.28798
-18.908005, 7.715234
-23.597641, 14.140186
-22.524956, -64.67541
-21.055824, 57.593685
-17.975159, 41.35785
-16.177418, 35.250183
-15.94873, -0.8160957
-18.42834, -17.068626
-19.581926, 6.5806475
-22.269733, 79.76974
-33.656273, 37.219566
-21.461496, 34.89013
-21.61467, -31.377491
-17.429388, -37.321365
-30.607283, -14.2427
-20.499222, 22.327936
-18.89711, 31.195976
-20.680857, -25.834795
-17.567913, 59.211086
-26.048943, -21.070385
-26.724945, 51.14773
-13.3548, -16.33788
-18.956394, 27.417753
-22.81454, 64.63931
-16.373655, 4.6329055
-12.58345, 25.120457
-16.502378, -25.142845
-18.823982, -11.010648
-19.751148, -3.9901724
-25.154058, 3.8495305
-19.873972, 56.240364
-14.816219, -0.88916117
-14.224888, -2.2337155
-35.409046, -8.865566
-20.739784, 57.90569
-20.748573, -5.4846535
-22.556683, 18.684013
-20.866068, 13.428328
-19.886436, 60.595455
-8.379939, 3.888156
-17.347115, -13.897006
-9.607748, -9.545257
-21.86347, -24.151634
-19.350079, 76.025955
-23.593578, 38.727806
-13.876018, 12.787259
-20.356915, 23.941454
-18.538479, 34.547176
-23.809292, -77.97316
-18.979633, 17.889656
-6.4050555, -26.324594
-22.17868, 39.568314
-28.578396, 1.8880606
-13.519966, 26.122263
-19.346935, -20.591747
-20.757912, -16.096498
-21.26256, 36.127205
-18.004282, 38.5546
-23.456142, -32.41462
-13.721053, 46.504745
-19.602995, 26.30235
-21.42052, -25.844309
-24.686907, 27.351337
-19.1876, 8.538963
-17.706776, -5.9522767
-19.880917, 56.386845
-31.518744, 12.488747
-18.284985, -11.961847
-15.979158, 11.919205
-24.941547, -15.805433
-22.002954, 48.5222
-18.24044, 60.36113
-21.523308, 19.544016
-22.36533, 59.132328
-21.310524, -38.17775
-27.479982, 11.101685
-22.894293, 42.19712
-17.351562, 12.171305
-19.257374, -43.199127
-17.626379, -13.891448
-18.8913, 30.282507
-20.513329, 14.512516
-31.474432, -6.199514
-19.752949, 42.598434
-15.911795, -10.12159
-18.47941, -26.72747
-17.612715, 1.6967548
-11.511816, -13.90616
-20.13329, 15.671105
-20.396275, 28.853706
-24.330915, -11.898125
-20.939533, 10.565681
-23.252033, -14.979698
-22.041105, 11.564079
-17.93982, -30.628086
-14.748395, 47.36096
-17.668583, -44.38027
-21.658619, 49.243874
-27.304047, 29.418163
-20.46225, 21.430798
-19.96347, 18.132969
-19.13984, 28.32448
-16.444744, 1.3797836
-13.055365, 46.582306
-16.443453, -9.1118355
-29.095509, 70.98225
-23.612387, 23.383944
-20.70166, 49.536034
-24.48636, 12.551489
-21.80448, 18.745808
-17.504105, -31.833105
-19.734196, -5.013333
-22.783384, -21.7896
-23.172165, 7.9554076
-23.059202, 21.645931
-22.029144, -6.257338
-24.363743, 9.176275
-16.780645, -11.824666
-18.873867, -11.990747
-22.351242, -6.7974186
-23.376644, -1.6993039
-19.716032, -3.4523206
-19.092903, 1.7687855
-19.948963, 54.23694
-22.547474, 60.137596
-21.17128, 46.77118
-19.699219, 32.73523
-18.936394, 27.153984
-22.719234, -0.37842727
-14.504392, -37.328236
-11.644621, -20.351635
-20.91353, -3.5999835
-26.06137, -21.234108
-17.006195, -7.0635424
-28.01184, 62.190784
-17.923325, -13.324484
-17.44609, 18.178879
-15.762951, 8.173233
-27.112694, 1.0773172
-18.319466, 56.63459
-28.953123, -25.721584
-23.14679, -7.6925406
-16.009132, -19.756958
-27.375088, 37.45421
-24.667011, 17.682323
-17.434235, 16.482262
-19.537203, 8.580946
-15.672954, -14.284692
-19.998676, -43.04541
-15.194837, -35.310173
-23.024244, 44.329803
-16.1948, 30.829185
-18.92334, 7.3211718
-19.321564, 62.17627
-18.83349, 14.217064
-27.265402, 40.380497
-16.098557, -10.144571
-25.340595, 29.498264
-19.759293, 24.611055
-13.439865, -21.42889
-20.003593, 3.386716
-19.623884, -1.6370385
-21.030209, -12.36899
-15.913103, -20.066341
-14.014033, -4.9731894
-26.724266, 66.72127
-17.081696, 9.664574
-22.777279, -9.280308
-19.663244, 9.729021
-17.778536, 15.223267
-23.761513, 19.697477
-15.322865, 10.281778
-23.146008, -10.695284
-22.959175, 20.586874
-21.603767, 8.879966
-20.213013, 50.19404
-19.66478, 32.6241
-17.748686, 20.759974
-15.365124, -17.984306
-16.176498, 21.431606
-20.580149, 52.527542
-16.170273, 35.68169
-19.034056, -30.569733
-12.8089695, 20.31726
-19.350086, -9.774098
-11.536285, -8.861846
-18.949537, -13.507299
-9.938942, -44.81597
-17.961002, 73.48011
-17.68142, 32.540302
-14.168995, 6.296714
-20.30957, 5.424108
-17.61475, -34.188175
-17.470787, -28.19662
-16.891672, 10.58595
-16.02472, 41.781395
-15.492573, 16.590794
-18.611082, 52.1507
-10.899146, 15.3693
-22.130821, -10.500629
-18.52736, 12.370346
-17.363361, -1.3134456
-15.400467, 18.533281
-16.409964, 9.799676
-18.88375, 13.270689
-22.762077, 25.292713
-20.688938, 76.34296
-16.211061, 9.723497
-20.440414, 10.303028
-14.318766, -18.378918
-18.013737, 3.157672
-23.573877, 14.524519
-18.327734, 28.205643
-17.757837, 52.509586
-19.757141, 31.748098
-26.314775, 43.605614
